entity_type,entity_name,parent_country,parent_region,parent_subregion,classification_scope,product_count,segments_seen,source_basis,copy_status,description_short_en,description_full_en,notes
brand,A. Scherer,France,,,White Wine,3,wine,catalog_and_taxonomy_rules,draft_catalog_based,"A. Scherer is an active brand in the catalog, represented across White Wine.","A. Scherer appears in the assortment as a recurring commercial brand with visible strength in White Wine and geographic ties to France. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 3 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,AJ Fernandez,Nicaragua,,,Cigar,2,accessories,catalog_and_taxonomy_rules,draft_catalog_based,"AJ Fernandez is an active brand in the catalog, represented across Cigar.","AJ Fernandez appears in the assortment as a recurring commercial brand with visible strength in Cigar and geographic ties to Nicaragua. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 2 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Abbadia Ardenga,Italy,,,Red Wine,4,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Abbadia Ardenga is an active brand in the catalog, represented across Red Wine.","Abbadia Ardenga appears in the assortment as a recurring commercial brand with visible strength in Red Wine and geographic ties to Italy. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 4 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Abbazia di Novacella,Italy,,,Red Wine,1,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Abbazia di Novacella is an active brand in the catalog, represented across Red Wine.","Abbazia di Novacella appears in the assortment as a recurring commercial brand with visible strength in Red Wine and geographic ties to Italy. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 1 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Abbotts & Delaunay,France,,,Red Wine and White Wine,5,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Abbotts & Delaunay is an active brand in the catalog, represented across Red Wine and White Wine.","Abbotts & Delaunay appears in the assortment as a recurring commercial brand with visible strength in Red Wine and White Wine and geographic ties to France. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 5 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Abelha,Brazil,,,Rum,2,spirits,catalog_and_taxonomy_rules,draft_catalog_based,"Abelha is an active brand in the catalog, represented across Rum.","Abelha appears in the assortment as a recurring commercial brand with visible strength in Rum and geographic ties to Brazil. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 2 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Aber Falls,UK,,,Whisky,1,spirits,catalog_and_taxonomy_rules,draft_catalog_based,"Aber Falls is an active brand in the catalog, represented across Whisky.","Aber Falls appears in the assortment as a recurring commercial brand with visible strength in Whisky and geographic ties to UK. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 1 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Aberfeldy,Scotland,,,Whisky,4,spirits,catalog_and_taxonomy_rules,draft_catalog_based,"Aberfeldy is an active brand in the catalog, represented across Whisky.","Aberfeldy appears in the assortment as a recurring commercial brand with visible strength in Whisky and geographic ties to Scotland. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 4 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Aberlour,Scotland,,,Whisky,4,spirits,catalog_and_taxonomy_rules,draft_catalog_based,"Aberlour is an active brand in the catalog, represented across Whisky.","Aberlour appears in the assortment as a recurring commercial brand with visible strength in Whisky and geographic ties to Scotland. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 4 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Absinthe Absente,France,,,Liqueur,1,spirits,catalog_and_taxonomy_rules,draft_catalog_based,"Absinthe Absente is an active brand in the catalog, represented across Liqueur.","Absinthe Absente appears in the assortment as a recurring commercial brand with visible strength in Liqueur and geographic ties to France. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 1 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Absinthe Retro Strainer,,,,Accessories,1,accessories,catalog_and_taxonomy_rules,draft_catalog_based,"Absinthe Retro Strainer is an active brand in the catalog, represented across Accessories.","Absinthe Retro Strainer appears in the assortment as a recurring commercial brand with visible strength in Accessories and geographic ties to its principal origins. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 1 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Absolut,Sweden,,,Vodka,22,spirits,catalog_and_taxonomy_rules,draft_catalog_based,"Absolut is an active brand in the catalog, represented across Vodka.","Absolut appears in the assortment as a recurring commercial brand with visible strength in Vodka and geographic ties to Sweden. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 22 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Ace Of Cups,Australia,,,Red Wine,1,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Ace Of Cups is an active brand in the catalog, represented across Red Wine.","Ace Of Cups appears in the assortment as a recurring commercial brand with visible strength in Red Wine and geographic ties to Australia. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 1 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Acquesi,Italy,,,Sparkling Wine,1,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Acquesi is an active brand in the catalog, represented across Sparkling Wine.","Acquesi appears in the assortment as a recurring commercial brand with visible strength in Sparkling Wine and geographic ties to Italy. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 1 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Adulation,USA,,,Red Wine and White Wine,3,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Adulation is an active brand in the catalog, represented across Red Wine and White Wine.","Adulation appears in the assortment as a recurring commercial brand with visible strength in Red Wine and White Wine and geographic ties to USA. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 3 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Afuri,Japan,,,Sake/Shochu,3,spirits,catalog_and_taxonomy_rules,draft_catalog_based,"Afuri is an active brand in the catalog, represented across Sake/Shochu.","Afuri appears in the assortment as a recurring commercial brand with visible strength in Sake/Shochu and geographic ties to Japan. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 3 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Agricola Querciabella,Italy,,,Red Wine and White Wine,5,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Agricola Querciabella is an active brand in the catalog, represented across Red Wine and White Wine.","Agricola Querciabella appears in the assortment as a recurring commercial brand with visible strength in Red Wine and White Wine and geographic ties to Italy. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 5 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Agricola San Felice,Italy,,,Red Wine,3,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Agricola San Felice is an active brand in the catalog, represented across Red Wine.","Agricola San Felice appears in the assortment as a recurring commercial brand with visible strength in Red Wine and geographic ties to Italy. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 3 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Agua Santa,Chile,,,Red Wine and White Wine,4,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Agua Santa is an active brand in the catalog, represented across Red Wine and White Wine.","Agua Santa appears in the assortment as a recurring commercial brand with visible strength in Red Wine and White Wine and geographic ties to Chile. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 4 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Aladino,Honduras,,,Cigar,1,accessories,catalog_and_taxonomy_rules,draft_catalog_based,"Aladino is an active brand in the catalog, represented across Cigar.","Aladino appears in the assortment as a recurring commercial brand with visible strength in Cigar and geographic ties to Honduras. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 1 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Alain Gautheron,France,,,White Wine,1,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Alain Gautheron is an active brand in the catalog, represented across White Wine.","Alain Gautheron appears in the assortment as a recurring commercial brand with visible strength in White Wine and geographic ties to France. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 1 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Alain Navarre,France,,,Champagne,1,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Alain Navarre is an active brand in the catalog, represented across Champagne.","Alain Navarre appears in the assortment as a recurring commercial brand with visible strength in Champagne and geographic ties to France. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 1 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Alba Luna,Italy,,,Sparkling Wine,1,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Alba Luna is an active brand in the catalog, represented across Sparkling Wine.","Alba Luna appears in the assortment as a recurring commercial brand with visible strength in Sparkling Wine and geographic ties to Italy. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 1 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Albert Bichot,France,,,White Wine and Red Wine,25,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Albert Bichot is an active brand in the catalog, represented across White Wine and Red Wine.","Albert Bichot appears in the assortment as a recurring commercial brand with visible strength in White Wine and Red Wine and geographic ties to France. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 25 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Aldridge,Australia,,,Red Wine and White Wine,3,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Aldridge is an active brand in the catalog, represented across Red Wine and White Wine.","Aldridge appears in the assortment as a recurring commercial brand with visible strength in Red Wine and White Wine and geographic ties to Australia. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 3 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Alexander,Italy,,,Brandy and Whisky,10,spirits,catalog_and_taxonomy_rules,draft_catalog_based,"Alexander is an active brand in the catalog, represented across Brandy and Whisky.","Alexander appears in the assortment as a recurring commercial brand with visible strength in Brandy and Whisky and geographic ties to Italy and Scotland. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 10 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Alexander Valley,USA,,,Red Wine and White Wine,8,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Alexander Valley is an active brand in the catalog, represented across Red Wine and White Wine.","Alexander Valley appears in the assortment as a recurring commercial brand with visible strength in Red Wine and White Wine and geographic ties to USA. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 8 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Aliaga,Spain,,,Rose Wine,1,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Aliaga is an active brand in the catalog, represented across Rose Wine.","Aliaga appears in the assortment as a recurring commercial brand with visible strength in Rose Wine and geographic ties to Spain. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 1 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Alienor,USA,,,Red Wine,1,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Alienor is an active brand in the catalog, represented across Red Wine.","Alienor appears in the assortment as a recurring commercial brand with visible strength in Red Wine and geographic ties to USA. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 1 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Alipus,Mexico,,,Tequila,2,spirits,catalog_and_taxonomy_rules,draft_catalog_based,"Alipus is an active brand in the catalog, represented across Tequila.","Alipus appears in the assortment as a recurring commercial brand with visible strength in Tequila and geographic ties to Mexico. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 2 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Allart & Fils,France,,,White Wine and Rose Wine,3,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Allart & Fils is an active brand in the catalog, represented across White Wine and Rose Wine.","Allart & Fils appears in the assortment as a recurring commercial brand with visible strength in White Wine and Rose Wine and geographic ties to France. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 3 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Allegrini,Italy,,,"Red Wine, Sparkling Wine, and White Wine",21,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Allegrini is an active brand in the catalog, represented across Red Wine, Sparkling Wine, and White Wine.","Allegrini appears in the assortment as a recurring commercial brand with visible strength in Red Wine, Sparkling Wine, and White Wine and geographic ties to Italy. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 21 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Almaviva,Chile,,,Red Wine,8,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Almaviva is an active brand in the catalog, represented across Red Wine.","Almaviva appears in the assortment as a recurring commercial brand with visible strength in Red Wine and geographic ties to Chile. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 8 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Alois Lageder,Italy,,,White Wine and Red Wine,19,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Alois Lageder is an active brand in the catalog, represented across White Wine and Red Wine.","Alois Lageder appears in the assortment as a recurring commercial brand with visible strength in White Wine and Red Wine and geographic ties to Italy. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 19 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Alpaca,Chile,,,"Red Wine, White Wine, and Rose Wine",8,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Alpaca is an active brand in the catalog, represented across Red Wine, White Wine, and Rose Wine.","Alpaca appears in the assortment as a recurring commercial brand with visible strength in Red Wine, White Wine, and Rose Wine and geographic ties to Chile. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 8 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Alpha & Omega,USA,,,Red Wine and White Wine,5,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Alpha & Omega is an active brand in the catalog, represented across Red Wine and White Wine.","Alpha & Omega appears in the assortment as a recurring commercial brand with visible strength in Red Wine and White Wine and geographic ties to USA. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 5 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Alphonse Mellot,France,,,White Wine,2,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Alphonse Mellot is an active brand in the catalog, represented across White Wine.","Alphonse Mellot appears in the assortment as a recurring commercial brand with visible strength in White Wine and geographic ties to France. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 2 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Alsace Willm,France,,,White Wine,2,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Alsace Willm is an active brand in the catalog, represented across White Wine.","Alsace Willm appears in the assortment as a recurring commercial brand with visible strength in White Wine and geographic ties to France. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 2 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Altano,Portugal,,,White Wine,1,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Altano is an active brand in the catalog, represented across White Wine.","Altano appears in the assortment as a recurring commercial brand with visible strength in White Wine and geographic ties to Portugal. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 1 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Altano Vinho,Portugal,,,Red Wine,1,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Altano Vinho is an active brand in the catalog, represented across Red Wine.","Altano Vinho appears in the assortment as a recurring commercial brand with visible strength in Red Wine and geographic ties to Portugal. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 1 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
