entity_type,authority_name,canonical_brand,canonical_producer,source_basis,authority_status,country_primary,classification_scope,segments_seen,product_count,validated_product_count,avg_overall_confidence,official_website,official_source_status,sales_priority_score,sales_priority_rank,sold_qty_total,sold_orders_total,ga_views,ga_priority_rank,ga_status,brand_strength_score,brand_strength_rank,value_priority_score,value_priority_rank,margin_thb_total,max_price,avg_price,priority_composite_score,priority_composite_rank,priority_rule,copy_status,description_short_en,description_full_en,notes
brand,Angove,Angove,,products_json + brand_description_library,brand_live,Australia,Red Wine,wine,29,29,0.9,,needs_official_url,585.0,11,41.0,7.0,,,awaiting_ga_export,145.0,10,3621.05,185,3111.05,3400.0,744.83,800.61,11,sales > GA views > brand strength > high value SKU,draft_catalog_based,"Angove is an active brand in the catalog, represented across Red Wine, White Wine, and Rose Wine.","Angove appears in the assortment as a recurring commercial brand with visible strength in Red Wine, White Wine, and Rose Wine and geographic ties to Australia. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 34 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Botter,Botter,,products_json + brand_description_library,brand_live,Italy,Sparkling Wine,wine,6,6,0.915,,needs_official_url,545.0,12,37.0,7.0,,,awaiting_ga_export,30.0,133,930.34,587,793.99,909.0,714.33,480.53,12,sales > GA views > brand strength > high value SKU,draft_catalog_based,"Botter is an active brand in the catalog, represented across Sparkling Wine, Red Wine, and White Wine.","Botter appears in the assortment as a recurring commercial brand with visible strength in Sparkling Wine, Red Wine, and White Wine and geographic ties to Italy. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 11 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Viu Manent,Viu Manent,,products_json + brand_description_library,brand_live,Chile,Red Wine,wine,22,22,0.92,,needs_official_url,540.0,13,34.0,8.0,,,awaiting_ga_export,110.0,16,4582.71,138,3967.71,4100.0,1118.18,858.27,13,sales > GA views > brand strength > high value SKU,draft_catalog_based,"Viu Manent is an active brand in the catalog, represented across Red Wine, White Wine, and Rose Wine.","Viu Manent appears in the assortment as a recurring commercial brand with visible strength in Red Wine, White Wine, and Rose Wine and geographic ties to Chile. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 25 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Torbreck,Torbreck,,products_json + brand_description_library,brand_live,Australia,Red Wine,wine,5,5,0.93,,needs_official_url,530.0,14,48.0,2.0,,,awaiting_ga_export,25.0,243,3427.91,201,2175.56,8349.0,3283.0,718.79,14,sales > GA views > brand strength > high value SKU,draft_catalog_based,"Torbreck is an active brand in the catalog, represented across Red Wine and White Wine.","Torbreck appears in the assortment as a recurring commercial brand with visible strength in Red Wine and White Wine and geographic ties to Australia. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 12 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Veuve Clicquot,Veuve Clicquot,,products_json + brand_description_library,brand_live,France,Champagne,wine,8,8,0.95,,needs_official_url,510.0,15,31.0,8.0,,,awaiting_ga_export,40.0,100,8486.44,71,3434.59,33679.0,10082.75,1213.64,15,sales > GA views > brand strength > high value SKU,draft_catalog_based,"Veuve Clicquot is an active brand in the catalog, represented across White Wine, Champagne, and Rose Wine.","Veuve Clicquot appears in the assortment as a recurring commercial brand with visible strength in White Wine, Champagne, and Rose Wine and geographic ties to France. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 12 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Charles Du Lac,Charles Du Lac,,products_json + brand_description_library,brand_live,France,Sparkling Wine,wine,1,1,0.82,,needs_official_url,505.0,16,48.0,1.0,,,awaiting_ga_export,5.0,769,106.4,1131,61.4,300.0,300.0,365.14,16,sales > GA views > brand strength > high value SKU,draft_catalog_based,"Charles Du Lac is an active brand in the catalog, represented across Sparkling Wine.","Charles Du Lac appears in the assortment as a recurring commercial brand with visible strength in Sparkling Wine and geographic ties to France. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 1 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Matua,Matua,,products_json + brand_description_library,brand_live,New Zealand,Rose Wine,wine,3,3,0.9,,needs_official_url,505.0,17,28.0,9.0,,,awaiting_ga_export,15.0,419,460.71,892,348.96,745.0,728.33,402.57,17,sales > GA views > brand strength > high value SKU,draft_catalog_based,"Matua is an active brand in the catalog, represented across Red Wine, White Wine, and Rose Wine.","Matua appears in the assortment as a recurring commercial brand with visible strength in Red Wine, White Wine, and Rose Wine and geographic ties to New Zealand. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 3 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Granmonte,Granmonte,,products_json + brand_description_library,brand_live,Thailand,Red Wine,wine,17,17,0.8971,,needs_official_url,500.0,18,25.0,10.0,,,awaiting_ga_export,85.0,26,4850.97,127,4447.62,2689.0,1255.59,852.1,18,sales > GA views > brand strength > high value SKU,draft_catalog_based,"Granmonte is an active brand in the catalog, represented across White Wine, Red Wine, and Sparkling Wine.","Granmonte appears in the assortment as a recurring commercial brand with visible strength in White Wine, Red Wine, and Sparkling Wine and geographic ties to Thailand. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 13 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Aromo,Aromo,,products_json + brand_description_library,brand_live,Chile,Red Wine,wine,16,16,0.9,,needs_official_url,490.0,19,34.0,6.0,,,awaiting_ga_export,80.0,27,1674.36,367,1494.36,1200.0,631.25,526.44,19,sales > GA views > brand strength > high value SKU,draft_catalog_based,"Aromo is an active brand in the catalog, represented across Red Wine, White Wine, and Rose Wine.","Aromo appears in the assortment as a recurring commercial brand with visible strength in Red Wine, White Wine, and Rose Wine and geographic ties to Chile. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 15 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Moet & Chandon,Moet & Chandon,,products_json + brand_description_library,brand_live,France,Champagne,wine,11,11,0.95,,needs_official_url,455.0,20,23.0,9.0,,,awaiting_ga_export,55.0,53,5923.24,100,1276.39,30979.0,6199.91,921.82,20,sales > GA views > brand strength > high value SKU,draft_catalog_based,"Moet & Chandon is an active brand in the catalog, represented across White Wine, Rose Wine, and Champagne.","Moet & Chandon appears in the assortment as a recurring commercial brand with visible strength in White Wine, Rose Wine, and Champagne and geographic ties to France. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 12 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Sunnycliff,Sunnycliff,,products_json + brand_description_library,brand_live,Australia,Red Wine,wine,4,4,0.88,,needs_official_url,455.0,21,28.0,7.0,,,awaiting_ga_export,20.0,325,303.06,1042,232.71,469.0,469.0,352.81,21,sales > GA views > brand strength > high value SKU,draft_catalog_based,"Sunnycliff is an active brand in the catalog, represented across Red Wine, White Wine, and Rose Wine.","Sunnycliff appears in the assortment as a recurring commercial brand with visible strength in Red Wine, White Wine, and Rose Wine and geographic ties to Australia. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 5 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,The Old Town,The Old Town,,products_json + brand_description_library,brand_live,South Africa,Fruit Wine,wine,2,2,0.85,,needs_official_url,435.0,22,36.0,3.0,,,awaiting_ga_export,10.0,700,182.08,1119,137.08,300.0,300.0,324.71,22,sales > GA views > brand strength > high value SKU,draft_catalog_based,"The Old Town is an active brand in the catalog, represented across Fruit Wine.","The Old Town appears in the assortment as a recurring commercial brand with visible strength in Fruit Wine and geographic ties to South Africa. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 2 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Nua,Nua,,products_json + brand_description_library,brand_live,Italy,Sparkling Wine,wine,2,2,0.885,,needs_official_url,425.0,23,30.0,5.0,,,awaiting_ga_export,10.0,650,617.71,782,519.46,655.0,585.0,361.27,23,sales > GA views > brand strength > high value SKU,draft_catalog_based,"Nua is an active brand in the catalog, represented across Sparkling Wine.","Nua appears in the assortment as a recurring commercial brand with visible strength in Sparkling Wine and geographic ties to Italy. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 4 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Brancott Estate,Brancott Estate,,products_json + brand_description_library,brand_live,New Zealand,White Wine,wine,4,4,0.9,,needs_official_url,420.0,24,27.0,6.0,,,awaiting_ga_export,20.0,262,352.31,996,131.96,1469.0,971.5,333.23,24,sales > GA views > brand strength > high value SKU,draft_catalog_based,"Brancott Estate is an active brand in the catalog, represented across Red Wine and White Wine.","Brancott Estate appears in the assortment as a recurring commercial brand with visible strength in Red Wine and White Wine and geographic ties to New Zealand. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 4 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Follador,Follador,,products_json + brand_description_library,brand_live,Italy,Sparkling Wine,wine,8,8,0.9375,,needs_official_url,415.0,25,19.0,9.0,,,awaiting_ga_export,40.0,86,2144.71,295,1969.21,1170.0,1041.25,512.97,25,sales > GA views > brand strength > high value SKU,draft_catalog_based,"Follador is an active brand in the catalog, represented across Sparkling Wine and Rose Wine.","Follador appears in the assortment as a recurring commercial brand with visible strength in Sparkling Wine and Rose Wine and geographic ties to Italy. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 5 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,19 Crimes,19 Crimes,,products_json + brand_description_library,brand_live,Australia,Red Wine,wine,8,8,0.9,,needs_official_url,395.0,26,22.0,7.0,,,awaiting_ga_export,40.0,77,953.08,576,863.83,595.0,595.0,379.81,26,sales > GA views > brand strength > high value SKU,draft_catalog_based,"19 Crimes is an active brand in the catalog, represented across Red Wine, White Wine, and Sparkling Wine.","19 Crimes appears in the assortment as a recurring commercial brand with visible strength in Red Wine, White Wine, and Sparkling Wine and geographic ties to Australia. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 8 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Ruinart,Ruinart,,products_json + brand_description_library,brand_live,France,Champagne,wine,4,4,0.95,,needs_official_url,390.0,27,29.0,4.0,,,awaiting_ga_export,20.0,313,7478.62,84,5078.62,16000.0,7049.5,1024.86,27,sales > GA views > brand strength > high value SKU,draft_catalog_based,"Ruinart is an active brand in the catalog, represented across Champagne.","Ruinart appears in the assortment as a recurring commercial brand with visible strength in Champagne and geographic ties to France. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 5 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Rawson's Retreat,Rawson's Retreat,,products_json + brand_description_library,brand_live,Australia,Red Wine,wine,7,7,0.9,,needs_official_url,380.0,28,18.0,8.0,,,awaiting_ga_export,35.0,121,1047.23,549,909.98,915.0,615.0,377.72,28,sales > GA views > brand strength > high value SKU,draft_catalog_based,"Rawson's Retreat is an active brand in the catalog, represented across Red Wine and White Wine.","Rawson's Retreat appears in the assortment as a recurring commercial brand with visible strength in Red Wine and White Wine and geographic ties to Australia. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 7 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Catena Zapata,Catena Zapata,,products_json + brand_description_library,brand_live,Argentina,Red Wine,wine,9,9,0.95,,needs_official_url,355.0,29,23.0,5.0,,,awaiting_ga_export,45.0,69,4924.37,124,4309.52,4099.0,1848.11,749.94,29,sales > GA views > brand strength > high value SKU,draft_catalog_based,"Catena Zapata is an active brand in the catalog, represented across Red Wine and White Wine.","Catena Zapata appears in the assortment as a recurring commercial brand with visible strength in Red Wine and White Wine and geographic ties to Argentina. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 11 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Cloudy Bay,Cloudy Bay,,products_json + brand_description_library,brand_live,New Zealand,White Wine,wine,3,3,0.95,,needs_official_url,355.0,30,18.0,7.0,,,awaiting_ga_export,15.0,371,1162.79,504,819.44,2289.0,2007.67,367.78,30,sales > GA views > brand strength > high value SKU,draft_catalog_based,"Cloudy Bay is an active brand in the catalog, represented across White Wine and Red Wine.","Cloudy Bay appears in the assortment as a recurring commercial brand with visible strength in White Wine and Red Wine and geographic ties to New Zealand. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 5 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Montgras,Montgras,,products_json + brand_description_library,brand_live,Chile,Red Wine,wine,12,12,0.9,,needs_official_url,355.0,31,23.0,5.0,,,awaiting_ga_export,60.0,48,2690.95,243,2435.95,1700.0,941.67,529.6,31,sales > GA views > brand strength > high value SKU,draft_catalog_based,"Montgras is an active brand in the catalog, represented across Red Wine and White Wine.","Montgras appears in the assortment as a recurring commercial brand with visible strength in Red Wine and White Wine and geographic ties to Chile. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 15 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,De Bortoli,De Bortoli,,products_json + brand_description_library,brand_live,Australia,Red Wine,wine,15,15,0.9,,needs_official_url,335.0,32,21.0,5.0,,,awaiting_ga_export,75.0,30,2513.72,254,2338.37,1169.0,664.47,500.87,32,sales > GA views > brand strength > high value SKU,draft_catalog_based,"De Bortoli is an active brand in the catalog, represented across Red Wine, White Wine, and Rose Wine.","De Bortoli appears in the assortment as a recurring commercial brand with visible strength in Red Wine, White Wine, and Rose Wine and geographic ties to Australia. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 20 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Nikka,Nikka,,products_json + brand_description_library,brand_live,Japan,Wine product,wine,11,11,0.95,,needs_official_url,310.0,33,11.0,8.0,,,awaiting_ga_export,55.0,54,5175.01,118,4299.16,5839.0,3812.64,745.5,33,sales > GA views > brand strength > high value SKU,draft_catalog_based,"Nikka is an active brand in the catalog, represented across Whisky, Gin, and Vodka.","Nikka appears in the assortment as a recurring commercial brand with visible strength in Whisky, Gin, and Vodka and geographic ties to Japan. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 18 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Monsoon Valley,Monsoon Valley,,products_json + brand_description_library,brand_live,Thailand,Sparkling Wine,wine,12,12,0.9,,needs_official_url,295.0,34,17.0,5.0,,,awaiting_ga_export,60.0,47,3868.91,169,3599.06,1799.0,1082.33,605.39,34,sales > GA views > brand strength > high value SKU,draft_catalog_based,"Monsoon Valley is an active brand in the catalog, represented across White Wine, Red Wine, and Rose Wine.","Monsoon Valley appears in the assortment as a recurring commercial brand with visible strength in White Wine, Red Wine, and Rose Wine and geographic ties to Thailand. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 11 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Vigneti Del Salento,Vigneti Del Salento,,products_json + brand_description_library,brand_live,Italy,Red Wine,wine,8,8,0.85,,needs_official_url,290.0,35,14.0,6.0,,,awaiting_ga_export,40.0,101,1708.06,357,1423.21,1899.0,971.0,381.81,35,sales > GA views > brand strength > high value SKU,draft_catalog_based,"Vigneti Del Salento is an active brand in the catalog, represented across Red Wine.","Vigneti Del Salento appears in the assortment as a recurring commercial brand with visible strength in Red Wine and geographic ties to Italy. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 9 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Hopes End,Hopes End,,products_json + brand_description_library,brand_live,Australia,Red Wine,wine,2,2,0.88,,needs_official_url,285.0,36,11.0,7.0,,,awaiting_ga_export,10.0,612,321.85,1023,231.85,600.0,600.0,233.69,36,sales > GA views > brand strength > high value SKU,draft_catalog_based,"Hopes End is an active brand in the catalog, represented across Red Wine.","Hopes End appears in the assortment as a recurring commercial brand with visible strength in Red Wine and geographic ties to Australia. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 3 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Malibu,Malibu,,products_json + brand_description_library,brand_live,USA,Rum,spirits_or_other,1,1,0.92,,needs_official_url,285.0,37,16.0,5.0,,,awaiting_ga_export,5.0,999,205.09,1104,67.84,915.0,915.0,221.01,37,sales > GA views > brand strength > high value SKU,draft_catalog_based,"Malibu is an active brand in the catalog, represented across Rum.","Malibu appears in the assortment as a recurring commercial brand with visible strength in Rum and geographic ties to USA. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 1 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Zonin,Zonin,,products_json + brand_description_library,brand_live,Italy,Red Wine,wine,8,8,0.8912,,needs_official_url,280.0,38,13.0,6.0,,,awaiting_ga_export,40.0,102,1445.66,427,1318.31,849.0,660.5,348.57,38,sales > GA views > brand strength > high value SKU,draft_catalog_based,"Zonin is an active brand in the catalog, represented across Red Wine, Sparkling Wine, and White Wine.","Zonin appears in the assortment as a recurring commercial brand with visible strength in Red Wine, Sparkling Wine, and White Wine and geographic ties to Italy. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 12 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
